index,value,segment_id,segment_label,true_mean,true_std
0,0.30471707975443135,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
1,-1.0399841062404955,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
2,0.7504511958064572,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
3,0.9405647163912139,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
4,-1.9510351886538364,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
5,-1.302179506862318,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
6,0.12784040316728537,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
7,-0.3162425923435822,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
8,-0.016801157504288795,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
9,-0.85304392757358,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
10,0.8793979748628286,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
11,0.7777919354289483,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
12,0.06603069756121605,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
13,1.1272412069680329,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
14,0.4675093422520456,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
15,-0.8592924628832382,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
16,0.36875078408249884,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
17,-0.9588826008289989,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
18,0.8784503013072725,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
19,-0.049925910986252896,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
20,-0.18486236354526056,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
21,-0.6809295444039414,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
22,1.2225413386740303,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
23,-0.15452948206880215,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
24,-0.4283278221631072,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
25,-0.3521335504882296,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
26,0.5323091855533487,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
27,0.36544406436407834,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
28,0.4127326115959884,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
29,0.43082100300788273,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
30,2.1416476008704612,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
31,-0.4064150163846156,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
32,-0.5122427290715373,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
33,-0.8137727282478777,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
34,0.6159794225754956,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
35,1.1289722927208916,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
36,-0.11394745765487507,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
37,-0.840156476962528,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
38,-0.8244812156912396,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
39,0.6505927878247011,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
40,0.7432541712034423,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
41,0.543154268305195,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
42,-0.6655097072886943,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
43,0.23216132306671977,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
44,0.11668580914072822,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
45,0.21868859672901295,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
46,0.8714287779481898,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
47,0.22359554877468227,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
48,0.6789135630718949,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
49,0.06757906948889146,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
50,0.28911939868998415,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
51,0.6312882258385404,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
52,-1.4571558198556664,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
53,-0.31967121635730134,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
54,-0.4703726542927955,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
55,-0.6388778482433419,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
56,-0.27514225122668373,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
57,1.4949413112343959,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
58,-0.8658311156932432,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
59,0.9682783545914808,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
60,-1.6828697716158048,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
61,-0.33488502998577485,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
62,0.1627530651050056,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
63,0.5862223313592781,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
64,0.711226579792855,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
65,0.7933472351999252,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
66,-0.3487250722484376,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
67,-0.46235179266456716,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
68,0.8579758812571538,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
69,-0.1913043248816149,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
70,-1.2756863233379219,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
71,-1.1332872140034806,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
72,-0.9194522860016113,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
73,0.49716074405376404,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
74,0.14242573607056525,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
75,0.6904853540677682,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
76,-0.42725264633653426,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
77,0.15853969107671423,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
78,0.6255903939673367,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
79,-0.3093465397202384,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
80,0.45677523755741145,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
81,-0.6619259410666513,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
82,-0.3630538465650718,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
83,-0.3817378939983291,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
84,-1.1958396455890397,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
85,0.4869724807855818,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
86,-0.46940234020272387,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
87,0.01249411872768743,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
88,0.48074665890590895,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
89,0.4465311760299441,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
90,0.6653851089727862,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
91,-0.09848548450942361,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
92,-0.42329831204415375,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
93,-0.07971821090639905,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
94,-1.6873344339580298,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
95,-1.4471124724230873,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
96,-1.3226996123544024,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
97,-0.9972468276014818,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
98,0.3997742267234366,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
99,-0.9054790553600608,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
100,-0.3781625540393897,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
101,1.2992282977860654,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
102,-0.35626397106142593,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
103,0.7375155684670865,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
104,-0.933617680009877,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
105,-0.20543755786763002,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
106,-0.9500220549105812,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
107,-0.3390330759005625,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
108,0.8403081374573955,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
109,-1.7273204231923487,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
110,0.43442364354585733,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
111,0.2377356023322779,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
112,-0.5941499556967944,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
113,-1.4460578543884546,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
114,0.07212950771386951,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
115,-0.5294927090638024,0,"Stable (μ=0.0, σ=1.0)",0.0,1.0
